Country,City,AccentCity,Region,Population,Latitude,Longitude
us,fowler,Fowler,AL,,31.5891667,-87.0972222
us,fowler spring,Fowler Spring,AL,,34.0338889,-86.5872222
us,fowlers crossroads,Fowlers Crossroads,AL,,33.8011111,-87.6633333
us,fox trace,Fox Trace,AL,,33.2777778,-86.9452778
us,frances heights,Frances Heights,AL,,33.6130556,-86.8366667
us,francis,Francis,AL,,33.7747222,-86.0336111
us,francisco,Francisco,AL,,34.9872222,-86.2491667
us,frankfort,Frankfort,AL,,34.5633333,-87.8422222
us,franklin,Franklin,AL,,31.7144444,-87.4113889
us,franklin ford,Franklin Ford,AL,,34.4927778,-85.7958333
us,franklin gardens,Franklin Gardens,AL,,33.5583333,-86.8352778
us,frankville,Frankville,AL,,31.6463889,-88.1475000
us,fredonia,Fredonia,AL,,32.9897222,-85.2886111
us,freeman acres,Freeman Acres,AL,,34.7827778,-87.3461111
us,freemanville,Freemanville,AL,,31.0716667,-87.5208333
us,freetown,Freetown,AL,,32.3880556,-87.5111111
us,fremont,Fremont,AL,,32.5452778,-86.8947222
us,french mill,French Mill,AL,,34.7666667,-86.8777778
us,frenchtown,Frenchtown,AL,,33.5205556,-86.8813889
us,fridays crossing,Fridays Crossing,AL,,34.0597222,-86.4338889
us,friendship,Friendship,AL,,33.5847222,-85.7902778
us,frisco,Frisco,AL,,31.5952778,-85.8655556
us,frisco city,Frisco City,AL,,31.4333333,-87.4013889
us,frisco quarters,Frisco Quarters,AL,,33.8241667,-87.2697222
us,frog eye,Frog Eye,AL,,33.0325000,-85.5941667
us,frog mountain,Frog Mountain,AL,,34.0225000,-85.5741667
us,fruitdale,Fruitdale,AL,,31.3425000,-88.4077778
us,fruithurst,Fruithurst,AL,,33.7308333,-85.4338889
us,fuller,Fuller,AL,,32.9647222,-85.9041667
us,fuller crossroad,Fuller Crossroad,AL,,33.3897222,-85.6152778
us,fullers crossroads,Fullers Crossroads,AL,,31.8177778,-86.3111111
us,fullerton,Fullerton,AL,,34.2961111,-85.4933333
us,fulton,Fulton,AL,,31.7883333,-87.7272222
us,fulton bridge,Fulton Bridge,AL,,34.0883333,-88.0122222
us,fulton springs,Fulton Springs,AL,,33.6183333,-86.8016667
us,fultondale,Fultondale,AL,,33.6047222,-86.7938889
us,furman,Furman,AL,,32.0066667,-86.9669444
us,fyffe,Fyffe,AL,,34.4466667,-85.9041667
us,gable cove,Gable Cove,AL,,33.6522222,-86.6619444
us,gadsden,Gadsden,AL,36821,34.0141667,-86.0066667
us,gage,Gage,AL,,33.2452778,-86.0008333
us,gainestown,Gainestown,AL,,31.4452778,-87.6933333
us,gainestown landing,Gainestown Landing,AL,,31.4055556,-87.6980556
us,gainesville,Gainesville,AL,,32.8208333,-88.1588889
us,gaino,Gaino,AL,,31.8411111,-85.3441667
us,gallant,Gallant,AL,,33.9986111,-86.2452778
us,gallion,Gallion,AL,,32.4966667,-87.7161111
us,galloway landing,Galloway Landing,AL,,30.6105556,-88.3911111
us,gallups crossroads,Gallups Crossroads,AL,,33.3491667,-86.4608333
us,gamble,Gamble,AL,,33.8794444,-87.3344444
us,ganer,Ganer,AL,,31.0830556,-86.1069444
us,gann crossroad,Gann Crossroad,AL,,34.7261111,-85.6166667
us,gantt,Gantt,AL,,31.4066667,-86.4841667
us,gantts junction,Gantts Junction,AL,,33.1680556,-86.2980556
us,gantts quarry,Gantts Quarry,AL,,33.1483333,-86.2894444
us,gap of the mountain,Gap of the Mountain,AL,,32.9111111,-86.6075000
us,garden,Garden,AL,,33.1566667,-88.1833333
us,garden city,Garden City,AL,,34.0144444,-86.7469444
us,gardendale,Gardendale,AL,12370,33.6600000,-86.8127778
us,gardiners gin,Gardiners Gin,AL,,33.8147222,-87.2019444
us,garland,Garland,AL,,31.5563889,-86.8233333
us,garmon crossroads,Garmon Crossroads,AL,,31.9394444,-85.5533333
us,garnersville,Garnersville,AL,,31.8761111,-86.2727778
us,garnsey,Garnsey,AL,,33.1322222,-87.0075000
us,garnsey number 2,Garnsey Number 2,AL,,33.1569444,-86.9888889
us,garretts crossroads,Garretts Crossroads,AL,,31.0458333,-85.4388889
us,garth,Garth,AL,,34.7252778,-86.3030556
us,gary springs,Gary Springs,AL,,32.9675000,-87.0880556
us,garywood,Garywood,AL,,33.4597222,-86.9638889
us,gasque,Gasque,AL,,30.2530556,-87.8197222
us,gaston,Gaston,AL,,32.3508333,-88.2236111
us,gastonburg,Gastonburg,AL,,32.2072222,-87.4375000
us,gate city,Gate City,AL,,33.5477778,-86.7266667
us,gateswood,Gateswood,AL,,30.7208333,-87.5808333
us,gauldinville,Gauldinville,AL,,33.6222222,-85.9236111
us,gaylesville,Gaylesville,AL,,34.2683333,-85.5569444
us,gayosa,Gayosa,AL,,33.7155556,-87.3255556
us,geiger,Geiger,AL,,32.8680556,-88.3050000
us,genery,Genery,AL,,33.3086111,-86.9038889
us,geneva,Geneva,AL,,31.0327778,-85.8638889
us,georgetown,Georgetown,AL,,30.8883333,-88.2702778
us,georgia,Georgia,AL,,34.4533333,-86.9280556
us,georgiana,Georgiana,AL,,31.6369444,-86.7419444
us,georgiaville,Georgiaville,AL,,31.2366667,-86.7305556
us,gerald,Gerald,AL,,31.3236111,-85.7572222
us,geraldine,Geraldine,AL,,34.3513889,-86.0008333
us,german crossing,German Crossing,AL,,34.0525000,-87.5658333
us,german ford,German Ford,AL,,31.3855556,-87.9972222
us,germania,Germania,AL,,33.4775000,-86.8725000
us,gibson,Gibson,AL,,32.0933333,-86.1561111
us,gibson crossroads,Gibson Crossroads,AL,,34.4622222,-85.9527778
us,gibsonville,Gibsonville,AL,,33.1936111,-85.7819444
us,gilbert,Gilbert,AL,,33.9147222,-86.2319444
us,gilbert crossroads,Gilbert Crossroads,AL,,34.3619444,-85.9355556
us,gilbertown,Gilbertown,AL,,31.8769444,-88.3213889
us,giles,Giles,AL,,33.2313889,-87.1508333
us,gilmore,Gilmore,AL,,33.5163889,-87.1466667
us,gilmore quarters,Gilmore Quarters,AL,,32.6311111,-87.7794444
us,gipsy,Gipsy,AL,,34.8936111,-87.0825000
us,girard,Girard,AL,,32.4563889,-85.0044444
us,glades,Glades,AL,,33.2111111,-85.9897222
us,gladstone,Gladstone,AL,,34.8725000,-86.6430556
us,gladys landing,Gladys Landing,AL,,32.7844444,-88.0663889
us,glasgow,Glasgow,AL,,31.7630556,-86.5277778
us,glasgow corner,Glasgow Corner,AL,,34.4369444,-87.8675000
us,glass,Glass,AL,,32.7850000,-85.1738889
us,glen allen,Glen Allen,AL,,33.9150000,-87.7416667
us,glen carbon,Glen Carbon,AL,,33.2041667,-86.9583333
us,glen city,Glen City,AL,,33.5775000,-86.2841667
us,glen hills,Glen Hills,AL,,33.3780556,-86.9775000
us,glen mary,Glen Mary,AL,,34.1241667,-87.6236111
us,glen oaks,Glen Oaks,AL,,33.4561111,-86.9366667
us,glencoe,Glencoe,AL,,33.9569444,-85.9325000
us,glendale,Glendale,AL,,33.6047222,-86.8047222
us,glendale acres,Glendale Acres,AL,,32.6036111,-86.0469444
us,glenview,Glenview,AL,,33.4780556,-86.8941667
us,glenville,Glenville,AL,,32.1286111,-85.1769444
us,glenwood,Glenwood,AL,,31.6644444,-86.1713889
us,glover,Glover,AL,,31.9369444,-87.8400000
us,gnatville,Gnatville,AL,,33.9952778,-85.6761111
us,gobblers crossing,Gobblers Crossing,AL,,33.7508333,-87.2180556
us,goddard,Goddard,AL,,34.2461111,-87.7036111
us,godwin estates,Godwin Estates,AL,,33.6433333,-86.6547222
us,gold branch,Gold Branch,AL,,32.9941667,-86.3875000
us,gold hill,Gold Hill,AL,,33.5863889,-85.5277778
us,gold mine,Gold Mine,AL,,34.0391667,-87.7436111
us,gold ridge,Gold Ridge,AL,,34.2597222,-86.7533333
us,golddust,Golddust,AL,,32.5636111,-85.7811111
us,golden springs,Golden Springs,AL,,33.6436111,-85.7858333
us,goldville,Goldville,AL,,33.0836111,-85.7838889
us,gonce,Gonce,AL,,34.9872222,-85.9544444
us,good hope,Good Hope,AL,,34.1158333,-86.8636111
us,good springs,Good Springs,AL,,34.5416667,-87.6969444
us,goodman,Goodman,AL,,31.2794444,-85.9936111
us,goodson,Goodson,AL,,32.9175000,-87.1888889
us,goodsprings,Goodsprings,AL,,33.6688889,-87.2316667
us,goodwater,Goodwater,AL,,33.0655556,-86.0533333
us,goodway,Goodway,AL,,31.3366667,-87.4258333
us,goodwins mill,Goodwins Mill,AL,,33.8202778,-86.3852778
us,goodwyn,Goodwyn,AL,,32.4377778,-85.9338889
us,goodyear,Goodyear,AL,,34.0083333,-85.9888889
us,gordo,Gordo,AL,,33.3200000,-87.9027778
us,gordon,Gordon,AL,,31.1411111,-85.0966667
us,gordon heights,Gordon Heights,AL,,33.4283333,-86.9252778
us,gordon landing,Gordon Landing,AL,,31.1475000,-85.0700000
us,gordonsville,Gordonsville,AL,,32.1627778,-86.7325000
us,gorgas,Gorgas,AL,,33.5200000,-87.6138889
us,gosa,Gosa,AL,,32.8461111,-87.8616667
us,goshen,Goshen,AL,,31.7227778,-86.1183333
us,gosport,Gosport,AL,,31.5825000,-87.5836111
us,gosport landing,Gosport Landing,AL,,31.5466667,-87.5786111
us,gourdsville,Gourdsville,AL,,34.9894444,-87.0902778
us,graball,Graball,AL,,31.5863889,-85.2758333
us,grace,Grace,AL,,31.6119444,-86.8805556
us,grady,Grady,AL,,31.9947222,-86.2011111
us,graham,Graham,AL,,33.4575000,-85.3208333
us,grand acres,Grand Acres,AL,,31.2755556,-85.4430556
us,grand bay,Grand Bay,AL,,30.4761111,-88.3422222
us,grandberry crossroads,Grandberry Crossroads,AL,,31.3541667,-85.2286111
us,grandview,Grandview,AL,,34.1275000,-86.9061111
us,grangeburg,Grangeburg,AL,,31.0077778,-85.2116667
us,grant,Grant,AL,,34.5286111,-86.2533333
us,grant town,Grant Town,AL,,33.5408333,-85.9500000
us,grantley,Grantley,AL,,33.8538889,-85.5461111
us,grants mill,Grants Mill,AL,,33.5077778,-86.6497222
us,grasmere,Grasmere,AL,,33.3969444,-86.3327778
us,grasselli,Grasselli,AL,,33.4486111,-86.9094444
us,grassland,Grassland,AL,,34.2983333,-85.5883333
us,grassy,Grassy,AL,,34.9713889,-87.2997222
us,gravel hill,Gravel Hill,AL,,34.4852778,-87.7419444
us,gravelly springs,Gravelly Springs,AL,,34.8858333,-87.9080556
us,gray hill,Gray Hill,AL,,33.2161111,-87.0577778
us,graymont,Graymont,AL,,33.5138889,-86.8330556
us,grayson,Grayson,AL,,34.2802778,-87.3194444
us,grayson valley,Grayson Valley,AL,,33.6480556,-86.6394444
us,graystone,Graystone,AL,,33.9261111,-86.5083333
us,graysville,Graysville,AL,,33.6205556,-86.9713889
us,grayton,Grayton,AL,,33.8000000,-85.9672222
us,green acres,Green Acres,AL,,31.2202778,-85.4755556
us,green acres estates,Green Acres Estates,AL,,33.6611111,-86.4277778
us,green bay,Green Bay,AL,,31.1777778,-86.2894444
us,green hill,Green Hill,AL,,34.9730556,-87.5122222
us,green pond,Green Pond,AL,,33.2250000,-87.1263889
us,green street,Green Street,AL,,31.5769444,-87.1308333
us,greenbrier,Greenbrier,AL,,34.8325000,-87.6475000
us,greenfield,Greenfield,AL,,34.8277778,-86.4122222
us,greenleas heights,Greenleas Heights,AL,,33.5722222,-86.8319444
us,greens crossroads,Greens Crossroads,AL,,31.8852778,-85.6008333
us,greensboro,Greensboro,AL,,32.7044444,-87.5958333
us,greenville,Greenville,AL,,31.8294444,-86.6177778
us,greenwood,Greenwood,AL,,33.9188889,-85.5755556
us,greenwycke village,Greenwycke Village,AL,,34.7033333,-86.5505556
us,greer,Greer,AL,,32.6805556,-86.1569444
us,griffen mill,Griffen Mill,AL,,32.5258333,-85.2663889
us,griffin addition,Griffin Addition,AL,,34.5877778,-87.0219444
us,griffin heights,Griffin Heights,AL,,31.2563889,-85.4355556
us,griffitts lake shore subdivision,Griffitts Lake Shore Subdivision,AL,,33.5077778,-86.2769444
us,grimes,Grimes,AL,,31.3044444,-85.4480556
us,grove hill,Grove Hill,AL,,31.7086111,-87.7772222
us,grove oak,Grove Oak,AL,,34.4380556,-86.0525000
us,grove park,Grove Park,AL,,33.4788889,-86.8025000
us,grover,Grover,AL,,34.4122222,-85.5116667
us,gu-win,Gu-Win,AL,,33.9608333,-87.8805556
us,guerryton,Guerryton,AL,,32.2208333,-85.5013889
us,guest,Guest,AL,,34.4241667,-85.8733333
us,guin,Guin,AL,,33.9655556,-87.9147222
us,guinea,Guinea,AL,,32.9436111,-87.6511111
us,guinn cross roads,Guinn Cross Roads,AL,,34.4866667,-87.9241667
us,gulf highlands,Gulf Highlands,AL,,30.2311111,-87.8797222
us,gulf shores,Gulf Shores,AL,,30.2458333,-87.7008333
us,gulfcrest,Gulfcrest,AL,,30.9952778,-88.2375000
us,gum spring,Gum Spring,AL,,34.4361111,-86.8186111
us,gum springs,Gum Springs,AL,,34.0486111,-86.6638889
us,gumbud,Gumbud,AL,,33.6305556,-87.8055556
us,guntersville,Guntersville,AL,,34.3580556,-86.2947222
us,gunthertown,Gunthertown,AL,,33.3738889,-85.9525000
us,gurley,Gurley,AL,,34.7016667,-86.3758333
us,gurnee,Gurnee,AL,,33.1894444,-86.9686111
us,gurnee junction,Gurnee Junction,AL,,33.1980556,-86.9641667
us,guthery crossroads,Guthery Crossroads,AL,,34.1155556,-87.0108333
us,hackleburg,Hackleburg,AL,,34.2772222,-87.8286111
us,hackneyville,Hackneyville,AL,,33.0602778,-85.9330556
us,hacoda,Hacoda,AL,,31.0747222,-86.1663889
us,haden,Haden,AL,,34.6891667,-86.5047222
us,hagler,Hagler,AL,,33.0338889,-87.3400000
us,halawaka,Halawaka,AL,,32.6644444,-85.1713889
us,haleburg,Haleburg,AL,,31.4063889,-85.1372222
us,haleyville,Haleyville,AL,,34.2263889,-87.6213889
us,half acre,Half Acre,AL,,32.1944444,-87.9122222
us,half chance,Half Chance,AL,,32.2997222,-87.7277778
us,hall creek,Hall Creek,AL,,32.5158333,-87.9511111
us,hall grove,Hall Grove,AL,,33.5175000,-85.9827778
us,hall valley,Hall Valley,AL,,34.2555556,-85.4694444
us,hallingworth,Hallingworth,AL,,33.8363889,-85.6930556
us,halls chapel,Halls Chapel,AL,,33.7508333,-85.8472222
us,halls crossroads,Halls Crossroads,AL,,31.4022222,-87.3313889
us,hallsville,Hallsville,AL,,31.7452778,-86.1038889
us,halltown,Halltown,AL,,34.4530556,-88.0613889
us,halsell,Halsell,AL,,32.2838889,-88.2772222
us,halso mill,Halso Mill,AL,,31.7130556,-86.5205556
us,hamburg,Hamburg,AL,,32.5277778,-87.2863889
us,hamilton,Hamilton,AL,,34.1422222,-87.9886111
us,hamilton crossroads,Hamilton Crossroads,AL,,31.6436111,-85.8083333
us,hammac,Hammac,AL,,31.1222222,-87.2230556
us,hammondville,Hammondville,AL,,34.5816667,-85.6266667
us,hamner,Hamner,AL,,32.7433333,-88.2691667
us,hamner estates,Hamner Estates,AL,,33.2777778,-87.5486111
us,hampden,Hampden,AL,,32.0813889,-87.6288889
us,hampton,Hampton,AL,,32.9586111,-85.6119444
us,hanceville,Hanceville,AL,,34.0605556,-86.7675000
us,hancock crossroads,Hancock Crossroads,AL,,34.5347222,-85.9936111
us,hannah,Hannah,AL,,34.7877778,-86.9547222
us,hannon,Hannon,AL,,32.2391667,-85.5261111
us,hanover,Hanover,AL,,33.0047222,-86.2025000
us,happy hill,Happy Hill,AL,,34.1497222,-86.0950000
us,happy hollow,Happy Hollow,AL,,34.0319444,-86.0916667
us,hardaway,Hardaway,AL,,32.2863889,-85.8488889
us,hardwick,Hardwick,AL,,33.6883333,-86.3525000
us,hardwickburg,Hardwickburg,AL,,31.4986111,-85.1508333
us,hardy,Hardy,AL,,33.2636111,-86.8108333
us,harkins crossroads,Harkins Crossroads,AL,,33.2311111,-85.8672222
us,harkness crossroads,Harkness Crossroads,AL,,33.9141667,-86.7227778
us,harlem heights,Harlem Heights,AL,,33.4602778,-86.9805556
us,harmon,Harmon,AL,,33.0319444,-87.2733333
us,harmon crossroads,Harmon Crossroads,AL,,33.2025000,-85.4802778
us,harmony,Harmony,AL,,33.6513889,-85.7166667
us,harper hill,Harper Hill,AL,,32.8566667,-87.6125000
us,harpers store,Harpers Store,AL,,31.5938889,-87.1347222
us,harpersville,Harpersville,AL,,33.3438889,-86.4380556
us,harrell,Harrell,AL,,32.4430556,-87.2155556
us,harriman park,Harriman Park,AL,,33.5663889,-86.7933333
us,harris,Harris,AL,,34.8872222,-85.8594444
us,harris station,Harris Station,AL,,34.6586111,-86.9702778
us,harrisburg,Harrisburg,AL,,33.5922222,-86.2894444
us,harrisville,Harrisville,AL,,34.0494444,-86.2347222
us,harrogate springs,Harrogate Springs,AL,,32.5130556,-86.2058333
us,hartford,Hartford,AL,,31.1022222,-85.6969444
us,hartselle,Hartselle,AL,13089,34.4433333,-86.9352778
us,harvest,Harvest,AL,,34.8555556,-86.7508333
us,harwood heights,Harwood Heights,AL,,31.2111111,-85.4158333
us,hatchechubbee,Hatchechubbee,AL,,32.2705556,-85.2758333
us,hatchet,Hatchet,AL,,33.0166667,-86.1050000
us,hatchet creek,Hatchet Creek,AL,,33.2425000,-86.0416667
us,hatters,Hatters,AL,,30.9033333,-88.0508333
us,hatton,Hatton,AL,,34.7555556,-87.4852778
us,havana,Havana,AL,,32.8950000,-87.6202778
us,hawk,Hawk,AL,,33.4344444,-85.3686111
us,hawk pride,Hawk Pride,AL,,34.6855556,-87.8038889
us,hawkins ford,Hawkins Ford,AL,,33.9575000,-88.0775000
us,hawkinsville,Hawkinsville,AL,,32.0341667,-85.2277778
us,hawthorn,Hawthorn,AL,,31.3330556,-88.0883333
us,hayden,Hayden,AL,,33.8925000,-86.7577778
us,hayes,Hayes,AL,,31.5027778,-85.0727778
us,hayes crossing,Hayes Crossing,AL,,33.6983333,-87.4386111
us,hayes highland,Hayes Highland,AL,,33.5777778,-86.8311111
us,haynes,Haynes,AL,,32.6255556,-86.6730556
us,haynes crossing,Haynes Crossing,AL,,34.8822222,-85.8158333
us,haynes crossroad,Haynes Crossroad,AL,,33.4377778,-85.7319444
us,hayneville,Hayneville,AL,,32.1838889,-86.5802778
us,hays ford,Hays Ford,AL,,33.9933333,-88.0525000
us,hays mill,Hays Mill,AL,,34.8800000,-86.9697222
us,haysland estates,Haysland Estates,AL,,34.6536111,-86.5777778
us,haywood,Haywood,AL,,33.3036111,-85.3886111
us,hazel green,Hazel Green,AL,,34.9322222,-86.5719444
us,hazen,Hazen,AL,,32.3400000,-87.2038889
us,headland,Headland,AL,,31.3511111,-85.3422222
us,healing springs,Healing Springs,AL,,31.6322222,-88.3366667
us,heath,Heath,AL,,31.3605556,-86.4697222
us,heatherwood,Heatherwood,AL,,33.7047222,-86.6455556
us,hebron,Hebron,AL,,33.1672222,-87.0672222
us,hector,Hector,AL,,32.1122222,-85.9088889
us,heflin,Heflin,AL,,33.6488889,-85.5875000
us,heiberger,Heiberger,AL,,32.7580556,-87.2866667
us,helena,Helena,AL,13119,33.2961111,-86.8436111
us,helicon,Helicon,AL,,31.9133333,-86.2119444
us,henagar,Henagar,AL,,34.6350000,-85.7672222
us,henderson,Henderson,AL,,34.4850000,-86.8311111
us,hendrick mill,Hendrick Mill,AL,,33.8758333,-86.5688889
us,hendrix,Hendrix,AL,,34.0380556,-86.4533333
us,hendrixville,Hendrixville,AL,,34.2183333,-85.9494444
us,henryville,Henryville,AL,,34.4244444,-86.2622222
us,henson springs,Henson Springs,AL,,34.0191667,-88.0641667
us,hephzibah,Hephzibah,AL,,31.7652778,-86.0130556
us,hepsidam,Hepsidam,AL,,34.3613889,-87.3330556
us,hepzibah,Hepzibah,AL,,33.4469444,-86.2316667
us,herbert,Herbert,AL,,31.8358333,-86.8052778
us,heritage oaks,Heritage Oaks,AL,,33.3758333,-86.7125000
us,heron bay,Heron Bay,AL,,30.3544444,-88.1302778
us,hester heights,Hester Heights,AL,,34.5430556,-87.7088889
us,hestle,Hestle,AL,,31.9294444,-87.6280556
us,hickory,Hickory,AL,,33.1627778,-88.0630556
us,hickory grove,Hickory Grove,AL,,33.3416667,-86.9997222
us,hickory hills,Hickory Hills,AL,,34.8308333,-87.6502778
us,hickory ridge,Hickory Ridge,AL,,33.3833333,-86.7208333
us,hickory ridge estates,Hickory Ridge Estates,AL,,33.4227778,-86.7558333
us,hicks,Hicks,AL,,33.5808333,-85.7775000
us,hicks hill,Hicks Hill,AL,,32.2391667,-86.7486111
us,hidden valley,Hidden Valley,AL,,32.9902778,-86.4955556
us,hide away acres,Hide Away Acres,AL,,34.3463889,-86.2591667
us,hideaway hills,Hideaway Hills,AL,,34.8558333,-87.5613889
us,higdon,Higdon,AL,,34.8455556,-85.6163889
us,high bluff,High Bluff,AL,,31.1563889,-85.7313889
us,high level,High Level,AL,,33.6655556,-87.2127778
us,high pine,High Pine,AL,,33.2533333,-85.9063889
us,high point,High Point,AL,,34.5713889,-85.7283333
us,high ridge,High Ridge,AL,,32.0625000,-85.8950000
us,high rock,High Rock,AL,,33.9594444,-86.6905556
us,high shoals,High Shoals,AL,,33.2338889,-85.3413889
us,highfalls,Highfalls,AL,,31.0983333,-85.8000000
us,highland,Highland,AL,,33.3555556,-85.8255556
us,highland crest,Highland Crest,AL,,33.3777778,-86.8463889
us,highland home,Highland Home,AL,,31.9533333,-86.3138889
us,highland lake,Highland Lake,AL,,33.8850000,-86.4197222
us,highlands,Highlands,AL,,33.2983333,-86.9194444
us,highmound,Highmound,AL,,34.1438889,-86.3788889
us,highnote,Highnote,AL,,30.9958333,-85.6925000
us,hightogy,Hightogy,AL,,33.6950000,-88.0947222
us,hightower,Hightower,AL,,33.5316667,-85.3955556
us,highview,Highview,AL,,33.2972222,-87.6508333
us,hill number 1,Hill Number 1,AL,,33.6855556,-86.4688889
us,hill number 2,Hill Number 2,AL,,33.6875000,-86.4833333
us,hill top,Hill Top,AL,,32.2594444,-87.9002778
us,hillandale,Hillandale,AL,,34.7316667,-86.6155556
us,hillcrest,Hillcrest,AL,,32.4513889,-87.4747222
us,hillcrest estates,Hillcrest Estates,AL,,33.5944444,-86.9277778
us,hilliard,Hilliard,AL,,33.8144444,-87.3763889
us,hillman,Hillman,AL,,33.4450000,-86.9080556
us,hillman gardens,Hillman Gardens,AL,,33.4477778,-86.9030556
us,hillman park,Hillman Park,AL,,33.4447222,-86.9005556
us,hillsboro,Hillsboro,AL,,34.6391667,-87.1916667
us,hillsdale,Hillsdale,AL,,33.1452778,-86.6050000
us,hilltop,Hilltop,AL,,33.3425000,-86.9300000
us,hillview,Hillview,AL,,33.5755556,-86.8841667
us,hillwood,Hillwood,AL,,32.9252778,-86.3613889
us,hines,Hines,AL,,34.9597222,-87.6436111
us,hinton,Hinton,AL,,32.0919444,-88.4422222
us,hirsch,Hirsch,AL,,32.1716667,-85.1219444
us,hissop,Hissop,AL,,32.8922222,-86.1533333
us,hixon,Hixon,AL,,31.5727778,-87.4261111
us,hoagtown,Hoagtown,AL,,33.5097222,-87.0277778
us,hobbie farm,Hobbie Farm,AL,,32.1938889,-86.2447222
us,hobbs island,Hobbs Island,AL,,34.5369444,-86.5347222
us,hobdy,Hobdy,AL,,31.8150000,-85.5316667
us,hobgood,Hobgood,AL,,34.7141667,-87.6347222
us,hoboken,Hoboken,AL,,31.9116667,-85.1488889
us,hobson,Hobson,AL,,33.5097222,-86.9300000
us,hobson city,Hobson City,AL,,33.6213889,-85.8441667
us,hodge,Hodge,AL,,34.6194444,-85.9494444
us,hodges,Hodges,AL,,34.3269444,-87.9263889
us,hodgesville,Hodgesville,AL,,31.0825000,-85.3730556
us,hodgewood,Hodgewood,AL,,31.9372222,-88.3022222
us,hog jaw,Hog Jaw,AL,,34.3322222,-86.5602778
us,hogglesville,Hogglesville,AL,,32.8541667,-87.4916667
us,hokes bluff,Hokes Bluff,AL,,33.9980556,-85.8663889
us,holiday gardens,Holiday Gardens,AL,,33.5219444,-86.7105556
us,holiday park estates,Holiday Park Estates,AL,,33.6530556,-86.6697222
us,holiday village,Holiday Village,AL,,31.3408333,-85.7652778
us,holland gin,Holland Gin,AL,,34.9633333,-86.8872222
us,holley crossroads,Holley Crossroads,AL,,33.8013889,-85.6836111
us,holley store,Holley Store,AL,,31.2222222,-86.0991667
us,hollingsworth,Hollingsworth,AL,,33.8250000,-85.6977778
us,hollins,Hollins,AL,,33.1175000,-86.1444444
us,hollis crossroads,Hollis Crossroads,AL,,33.5236111,-85.6372222
us,holloway,Holloway,AL,,34.8902778,-87.5386111
us,holly grove,Holly Grove,AL,,33.8386111,-87.4225000
us,holly hills,Holly Hills,AL,,30.7827778,-87.7797222
us,holly pond,Holly Pond,AL,,34.1741667,-86.6163889
us,holly springs,Holly Springs,AL,,33.8244444,-86.4783333
us,hollytree,Hollytree,AL,,34.7988889,-86.2533333
us,hollywood,Hollywood,AL,,34.7241667,-85.9725000
us,holman,Holman,AL,,33.2797222,-87.8233333
us,holman crossroads,Holman Crossroads,AL,,33.1041667,-86.1925000
us,holt,Holt,AL,,33.2338889,-87.4844444
us,holtville,Holtville,AL,,32.6361111,-86.3266667
us,holy trinity,Holy Trinity,AL,,32.2222222,-85.0052778
us,homestead,Homestead,AL,,33.2058333,-86.4683333
us,homewood,Homewood,AL,23815,33.4716667,-86.8008333
us,honoraville,Honoraville,AL,,31.8505556,-86.4061111
us,hood,Hood,AL,,33.8883333,-86.1550000
us,hoods crossroads,Hoods Crossroads,AL,,33.9883333,-86.4202778
us,hooks,Hooks,AL,,32.1916667,-85.2325000
us,hooks crossroads,Hooks Crossroads,AL,,32.0513889,-85.8527778
us,hooper city,Hooper City,AL,,33.5552778,-86.8411111
us,hoover,Hoover,AL,66752,33.4052778,-86.8113889
us,hope hull,Hope Hull,AL,,32.2697222,-86.3572222
us,hopeful,Hopeful,AL,,33.4938889,-85.9125000
us,hopewell,Hopewell,AL,,33.3605556,-86.9386111
us,hopkins,Hopkins,AL,,33.4844444,-87.0786111
us,hopper,Hopper,AL,,34.0552778,-86.2513889
us,horn hill,Horn Hill,AL,,31.2455556,-86.3166667
us,hornady,Hornady,AL,,32.4650000,-85.8652778
us,hornsbytown,Hornsbytown,AL,,32.5505556,-85.9169444
us,horton,Horton,AL,,34.2008333,-86.2969444
us,hortons mill,Hortons Mill,AL,,34.0091667,-86.4472222
us,hotamville,Hotamville,AL,,31.9922222,-87.9400000
us,houston,Houston,AL,,34.1413889,-87.2580556
us,houston corner,Houston Corner,AL,,34.7297222,-87.6341667
us,houstontown,Houstontown,AL,,34.8272222,-87.4350000
us,houstonville,Houstonville,AL,,30.5016667,-87.9002778
us,howard,Howard,AL,,33.8541667,-87.5675000
us,howard landing,Howard Landing,AL,,31.4558333,-87.5658333
us,howe,Howe,AL,,32.0183333,-85.1641667
us,howells,Howells,AL,,31.0522222,-86.2091667
us,howells cove,Howells Cove,AL,,33.4919444,-86.1600000
us,howells crossroads,Howells Crossroads,AL,,34.1780556,-85.5455556
us,howelton,Howelton,AL,,34.0558333,-86.1836111
us,howton,Howton,AL,,33.2588889,-87.3402778
us,hubbard,Hubbard,AL,,32.8988889,-86.8180556
us,hubbard landing,Hubbard Landing,AL,,31.0625000,-87.8705556
us,hubbertville,Hubbertville,AL,,33.8277778,-87.7400000
us,huckaville,Huckaville,AL,,31.0794444,-86.4161111
us,hudson gardens,Hudson Gardens,AL,,33.4272222,-86.9358333
us,hudson grove,Hudson Grove,AL,,33.4311111,-86.9308333
us,hudson settlement,Hudson Settlement,AL,,33.8852778,-87.2991667
us,hueytown,Hueytown,AL,15308,33.4511111,-86.9966667
us,hueytown crest,Hueytown Crest,AL,,33.4611111,-86.9969444
